SimulationTime,Episode,Step,TotalVehicles,VehiclesWaiting,QueueLength,CumulativeReward,CurrentReward,CurrentPhase,GreenLightTime,FuelConsumed,AverageWaitTime
4855.51,163,1,583,1,1,0,62.5,1,20,0,0
4865.51,163,7,584,2,2,0,62.5,1,20,0,0
4875.51,164,1,585,3,3,0,50,2,25,0,0
4885.51,164,6,586,4,4,0,50,2,25,0,0
4895.51,164,8,587,5,5,0,50,2,25,0,0
4905.51,165,8,588,2,2,0,37.49954,0,40,0,0
4915.51,165,11,589,1,1,0,37.49954,0,40,0,0
4925.51,165,17,590,1,1,0,37.49954,0,40,0,0
4935.51,165,19,591,1,1,0,37.49954,0,40,0,0
4945.51,166,4,593,2,2,0,62.5,1,20,0,0
4955.51,166,12,594,3,3,0,62.5,1,20,0,0
4965.51,167,5,595,2,2,0,50,2,30,0,0
4975.51,167,10,596,3,3,0,50,2,30,0,0
4985.51,167,13,597,4,4,0,50,2,30,0,0
4995.51,168,5,599,4,4,0,66.66666,0,40,0,0
5005.51,168,9,600,1,1,0,66.66666,0,40,0,0
5015.51,168,14,601,1,1,0,66.66666,0,40,0,0
5025.51,168,17,602,1,1,0,66.66666,0,40,0,0
5035.51,169,5,603,2,2,0,50,1,20,0,0
5045.51,169,12,605,4,4,0,50,1,20,0,0
5055.51,170,4,606,3,3,0,75,2,30,0,0
5065.51,170,9,607,4,4,0,75,2,30,0,0
5075.51,170,13,608,5,5,0,75,2,30,0,0
5085.51,171,3,610,3,3,0,66.66666,0,40,0,0
5095.51,171,8,611,1,1,0,66.66666,0,40,0,0
5105.51,171,13,612,1,1,0,66.66666,0,40,0,0
5115.51,171,15,613,1,1,0,66.66666,0,40,0,0
5125.51,172,5,614,1,1,0,50,1,20,0,0
5135.51,172,12,615,2,2,0,50,1,20,0,0
5145.51,173,2,616,2,2,0,50,2,30,0,0
5155.51,173,7,617,3,3,0,50,2,30,0,0
5165.51,173,12,619,5,5,0,50,2,30,0,0
5175.51,174,2,620,2,2,0,66.66666,0,40,0,0
5185.51,174,8,621,1,1,0,66.66666,0,40,0,0
5195.51,174,13,622,1,1,0,66.66666,0,40,0,0
5205.51,174,15,623,1,1,0,66.66666,0,40,0,0
5215.51,175,5,625,2,2,0,62.5,1,21,0,0
5225.51,175,12,626,3,3,0,62.5,1,21,0,0
5235.51,176,2,627,4,4,0,42.85774,2,25,0,0
5245.51,176,7,628,3,3,0,42.85774,2,25,0,0
5255.51,176,12,629,4,4,0,42.85774,2,25,0,0
5265.51,177,4,630,2,2,0,56.24931,0,43,0,0
5275.51,177,10,631,1,1,0,56.24931,0,43,0,0
5285.51,177,15,632,1,1,0,56.24931,0,43,0,0
5295.51,177,17,633,1,1,0,56.24931,0,43,0,0
5305.51,178,4,634,1,1,0,57.69274,1,20,0,0
5315.51,178,12,636,3,3,0,57.69274,1,20,0,0
5325.51,179,2,637,4,4,0,50,2,30,0,0
5335.51,179,7,638,2,2,0,50,2,30,0,0
5345.51,179,13,639,3,3,0,50,2,30,0,0
5355.51,180,2,640,4,4,0,66.66666,0,37,0,0
5365.51,180,7,642,2,2,0,66.66666,0,37,0,0
5375.51,180,14,643,1,1,0,66.66666,0,37,0,0
5385.51,180,15,644,1,1,0,66.66666,0,37,0,0
5395.51,181,3,646,2,2,0,62.5,1,20,0,0
5405.51,181,12,647,3,3,0,62.5,1,20,0,0
5415.51,182,2,648,4,4,0,75,2,30,0,0
5425.51,182,5,650,6,6,0,75,2,30,0,0
5435.51,182,10,651,7,7,0,75,2,30,0,0
5445.51,183,2,653,9,9,0,66.66666,0,40,0,0
5455.51,183,7,654,1,1,0,66.66666,0,40,0,0
5465.51,183,13,656,2,2,0,66.66666,0,40,0,0
5475.51,183,14,657,1,1,0,66.66666,0,40,0,0
5485.51,184,2,658,1,1,0,75,1,20,0,0
5495.51,184,10,659,2,2,0,75,1,20,0,0
5505.51,185,1,660,3,3,0,50,2,30,0,0
5515.51,185,5,661,4,4,0,50,2,30,0,0
5525.51,185,9,663,6,6,0,50,2,30,0,0
5535.51,186,1,664,7,7,0,50,0,40,0,0
5545.51,186,8,665,1,1,0,50,0,40,0,0
5555.51,186,13,666,1,1,0,50,0,40,0,0
5565.51,186,15,668,2,2,0,50,0,40,0,0
5575.51,187,3,669,1,1,0,62.5,1,20,0,0
5585.51,187,12,670,2,2,0,62.5,1,20,0,0
5595.51,188,1,671,3,3,0,75,2,30,0,0
5605.51,188,7,672,1,1,0,75,2,30,0,0
5615.51,188,11,673,1,1,0,75,2,30,0,0
5625.51,189,1,674,1,1,0,50,0,41,0,0
5635.51,189,8,675,1,1,0,50,0,41,0,0
5645.51,189,13,676,1,1,0,50,0,41,0,0
5655.51,189,14,677,1,1,0,50,0,41,0,0
5665.51,189,19,679,2,2,0,50,0,41,0,0
5675.51,190,8,680,2,2,0,57.69209,1,20,0,0
5685.51,190,12,681,3,3,0,57.69209,1,20,0,0
5695.51,191,7,682,4,4,0,50,2,30,0,0
5705.51,191,12,683,5,5,0,50,2,30,0,0
5715.51,191,17,684,6,6,0,50,2,30,0,0
5725.51,192,8,685,1,1,0,50,0,40,0,0
5735.51,192,13,687,2,2,0,50,0,40,0,0
5745.51,192,15,688,1,1,0,50,0,40,0,0
5755.51,192,20,689,1,1,0,50,0,40,0,0
5765.51,193,8,691,3,3,0,62.5,1,20,0,0
5775.51,193,11,692,4,4,0,62.5,1,20,0,0
5785.51,194,5,693,3,3,0,75,2,25,0,0
5795.51,194,12,694,4,4,0,75,2,25,0,0
5805.51,195,1,696,6,6,0,56.25034,0,40,0,0
5815.51,195,8,697,1,1,0,56.25034,0,40,0,0
5825.51,195,13,698,1,1,0,56.25034,0,40,0,0
5835.51,195,15,699,1,1,0,56.25034,0,40,0,0
5845.51,196,3,700,1,1,0,62.5,1,20,0,0
5855.51,196,10,702,3,3,0,62.5,1,20,0,0
5865.51,197,1,703,4,4,0,75,2,30,0,0
5875.51,197,7,704,4,4,0,75,2,30,0,0
5885.51,197,12,705,5,5,0,75,2,30,0,0
5895.51,198,1,707,7,7,0,50,0,40,0,0
5905.51,198,7,708,1,1,0,50,0,40,0,0
5915.51,198,13,710,2,2,0,50,0,40,0,0
5925.51,198,15,711,1,1,0,50,0,40,0,0
5935.51,199,1,712,1,1,0,62.5,1,20,0,0
5945.51,199,10,713,2,2,0,62.5,1,20,0,0
5955.51,200,1,715,4,4,0,75,2,26,0,0
5965.51,200,7,716,5,5,0,75,2,26,0,0
5975.51,200,11,717,6,6,0,75,2,26,0,0
5985.51,201,4,719,4,4,0,74.99908,0,40,0,0
5995.51,201,9,720,1,1,0,74.99908,0,40,0,0
6005.51,201,15,721,1,1,0,74.99908,0,40,0,0
6015.51,201,18,723,2,2,0,74.99908,0,40,0,0
6025.51,202,2,724,2,2,0,62.5,1,20,0,0
6035.51,202,11,725,3,3,0,62.5,1,20,0,0
6045.51,203,4,726,3,3,0,75,2,30,0,0
6055.51,203,7,728,5,5,0,75,2,30,0,0
6065.51,203,15,729,6,6,0,75,2,30,0,0
6075.51,204,2,730,4,4,0,66.66666,0,40,0,0
6085.51,204,7,732,2,2,0,66.66666,0,40,0,0
6095.51,204,13,733,1,1,0,66.66666,0,40,0,0
6105.51,204,16,734,1,1,0,66.66666,0,40,0,0
6115.51,205,3,735,1,1,0,62.5,1,20,0,0
6125.51,205,11,736,2,2,0,62.5,1,20,0,0
6135.51,206,2,737,3,3,0,50,2,30,0,0
6145.51,206,7,738,4,4,0,50,2,30,0,0
6155.51,206,14,739,5,5,0,50,2,30,0,0
6165.51,207,1,741,4,4,0,50,0,40,0,0
6175.51,207,8,742,1,1,0,50,0,40,0,0
6185.51,207,12,743,1,1,0,50,0,40,0,0
6195.51,207,15,744,1,1,0,50,0,40,0,0
6205.51,208,4,746,2,2,0,62.5,1,20,0,0
6215.51,208,9,747,3,3,0,62.5,1,20,0,0
6225.51,209,2,748,4,4,0,75,2,30,0,0
6235.51,209,7,749,5,5,0,75,2,30,0,0
6245.51,209,15,750,6,6,0,75,2,30,0,0
6255.51,210,3,751,3,3,0,50,0,37,0,0
6265.51,210,8,753,2,2,0,50,0,37,0,0
6275.51,210,13,754,1,1,0,50,0,37,0,0
6285.51,210,17,755,1,1,0,50,0,37,0,0
6295.51,211,3,757,2,2,0,62.5,1,20,0,0
6305.51,211,9,758,3,3,0,62.5,1,20,0,0
6315.51,212,4,759,3,3,0,50,2,30,0,0
6325.51,212,8,760,4,4,0,50,2,30,0,0
6335.51,212,15,761,5,5,0,50,2,30,0,0
6345.51,213,3,763,3,3,0,66.66666,0,40,0,0
6355.51,213,9,764,1,1,0,66.66666,0,40,0,0
6365.51,213,13,765,1,1,0,66.66666,0,40,0,0
6375.51,213,16,766,1,1,0,66.66666,0,40,0,0
6385.51,214,4,768,2,2,0,62.5,1,20,0,0
6395.51,214,8,769,3,3,0,62.5,1,20,0,0
6405.51,215,4,770,1,1,0,50,2,30,0,0
6415.51,215,9,771,1,1,0,50,2,30,0,0
6425.51,215,17,772,1,1,0,50,2,30,0,0
6435.51,216,2,774,2,2,0,66.66666,0,40,0,0
6445.51,216,8,775,1,1,0,66.66666,0,40,0,0
6455.51,216,13,776,1,1,0,66.66666,0,40,0,0
6465.51,216,17,777,1,1,0,66.66666,0,40,0,0
6475.51,217,3,779,2,2,0,62.5,1,20,0,0
6485.51,217,7,780,3,3,0,62.5,1,20,0,0
6495.51,218,2,781,3,3,0,50,2,27,0,0
6505.51,218,8,782,4,4,0,50,2,27,0,0
6515.51,218,17,783,5,5,0,50,2,27,0,0
6525.51,219,1,784,3,3,0,50,0,35,0,0
6535.51,219,7,785,1,1,0,50,0,35,0,0
6545.51,219,12,786,1,1,0,50,0,35,0,0
6555.51,219,16,788,2,2,0,50,0,35,0,0
6565.51,220,4,789,2,2,0,68.18212,1,20,0,0
6575.51,220,7,791,4,4,0,68.18212,1,20,0,0
6585.51,221,4,792,5,5,0,75,2,30,0,0
6595.51,221,10,794,7,7,0,75,2,30,0,0
6605.51,221,19,795,8,8,0,75,2,30,0,0
6615.51,222,4,796,3,3,0,66.66666,0,40,0,0
6625.51,222,10,797,1,1,0,66.66666,0,40,0,0
6635.51,222,14,798,1,1,0,66.66666,0,40,0,0
6645.51,222,19,799,1,1,0,66.66666,0,40,0,0
6655.51,223,4,800,2,2,0,50,1,20,0,0
6665.51,223,8,802,4,4,0,50,1,20,0,0
6675.51,224,4,803,5,5,0,75,2,30,0,0
6685.51,224,10,804,6,6,0,75,2,30,0,0
6695.51,224,19,806,8,8,0,75,2,30,0,0
6705.51,225,4,807,3,3,0,66.66666,0,40,0,0
6715.51,225,10,808,1,1,0,66.66666,0,40,0,0
6725.51,225,14,809,1,1,0,66.66666,0,40,0,0
6735.51,225,19,810,1,1,0,66.66666,0,40,0,0
6745.51,226,4,811,1,1,0,50,1,20,0,0
6755.51,226,8,813,3,3,0,50,1,20,0,0
6765.51,227,2,814,3,3,0,75,2,30,0,0
6775.51,227,10,815,4,4,0,75,2,30,0,0
6785.51,227,17,816,5,5,0,75,2,30,0,0
6795.51,228,4,817,1,1,0,50,0,40,0,0
6805.51,228,11,818,1,1,0,50,0,40,0,0
6815.51,228,14,820,2,2,0,50,0,40,0,0
6825.51,228,19,821,1,1,0,50,0,40,0,0
6835.51,229,4,822,2,2,0,62.5,1,20,0,0
6845.51,229,7,823,3,3,0,62.5,1,20,0,0
6855.51,230,3,824,2,2,0,50,2,30,0,0
6865.51,230,9,825,3,3,0,50,2,30,0,0
6875.51,230,18,827,5,5,0,50,2,30,0,0
6885.51,231,5,828,1,1,0,66.66666,0,40,0,0
6895.51,231,10,829,1,1,0,66.66666,0,40,0,0
6905.51,231,14,830,1,1,0,66.66666,0,40,0,0
6915.51,231,20,831,1,1,0,66.66666,0,40,0,0
6925.51,232,3,833,2,2,0,50,1,20,0,0
6935.51,232,8,834,3,3,0,50,1,20,0,0
6945.51,233,3,835,4,4,0,75,2,30,0,0
6955.51,233,12,836,5,5,0,75,2,30,0,0
6965.51,233,18,837,6,6,0,75,2,30,0,0
6975.51,234,6,838,1,1,0,50,0,40,0,0
6985.51,234,12,839,1,1,0,50,0,40,0,0
6995.51,234,15,840,1,1,0,50,0,40,0,0
7005.51,234,20,842,2,2,0,50,0,40,0,0
7015.51,235,3,843,2,2,0,62.5,1,20,0,0
7025.51,235,8,844,3,3,0,62.5,1,20,0,0
7035.51,236,3,846,5,5,0,50,2,30,0,0
7045.51,236,10,847,6,6,0,50,2,30,0,0
7055.51,236,17,848,7,7,0,50,2,30,0,0
7065.51,237,3,849,1,1,0,66.66666,0,38,0,0
7075.51,237,11,850,1,1,0,66.66666,0,38,0,0
7085.51,237,13,851,1,1,0,66.66666,0,38,0,0
7095.51,237,19,852,1,1,0,66.66666,0,38,0,0
7105.51,238,4,854,2,2,0,50,1,20,0,0
7115.51,238,9,855,3,3,0,50,1,20,0,0
7125.51,239,3,857,5,5,0,75,2,30,0,0
7135.51,239,10,858,6,6,0,75,2,30,0,0
7145.51,239,18,859,7,7,0,75,2,30,0,0
7155.51,240,5,860,2,2,0,66.66666,0,40,0,0
7165.51,240,11,861,1,1,0,66.66666,0,40,0,0
7175.51,240,15,863,2,2,0,66.66666,0,40,0,0
7185.51,240,19,864,1,1,0,66.66666,0,40,0,0
7195.51,241,4,865,2,2,0,62.5,1,20,0,0
7205.51,241,8,866,3,3,0,62.5,1,20,0,0
7215.51,242,3,868,5,5,0,50,2,30,0,0
7225.51,242,9,869,6,6,0,50,2,30,0,0
7235.51,242,18,870,7,7,0,50,2,30,0,0
7245.51,243,2,872,2,2,0,66.66666,0,40,0,0
7255.51,243,11,873,1,1,0,66.66666,0,40,0,0
7265.51,243,14,874,1,1,0,66.66666,0,40,0,0
7275.51,243,18,875,1,1,0,66.66666,0,40,0,0
7285.51,244,6,876,2,2,0,62.5,1,20,0,0
7295.51,244,10,877,3,3,0,62.5,1,20,0,0
7305.51,245,4,878,2,2,0,50,2,26,0,0
7315.51,245,10,879,3,3,0,50,2,26,0,0
7325.51,246,3,880,4,4,0,56.25034,0,40,0,0
7335.51,246,8,882,2,2,0,56.25034,0,40,0,0
7345.51,246,14,883,1,1,0,56.25034,0,40,0,0
7355.51,246,18,884,1,1,0,56.25034,0,40,0,0
7365.51,247,3,885,1,1,0,62.5,1,20,0,0
7375.51,247,8,887,3,3,0,62.5,1,20,0,0
7385.51,248,1,888,4,4,0,75,2,30,0,0
7395.51,248,5,890,6,6,0,75,2,30,0,0
7405.51,248,13,891,7,7,0,75,2,30,0,0
7415.51,249,2,892,8,8,0,66.66666,0,38,0,0
7425.51,249,7,893,1,1,0,66.66666,0,38,0,0
7435.51,249,13,894,1,1,0,66.66666,0,38,0,0
7445.51,249,17,895,1,1,0,66.66666,0,38,0,0
7455.51,250,3,896,1,1,0,50,1,20,0,0
7465.51,250,8,897,2,2,0,50,1,20,0,0
7475.51,251,1,898,3,3,0,50,2,27,0,0
7485.51,251,5,899,4,4,0,50,2,27,0,0
7495.51,251,12,900,5,5,0,50,2,27,0,0
7505.51,252,3,902,7,7,0,50,0,40,0,0
7515.51,252,7,903,1,1,0,50,0,40,0,0
7525.51,252,14,904,1,1,0,50,0,40,0,0
7535.51,252,19,906,2,2,0,50,0,40,0,0
7545.51,253,2,907,1,1,0,75,1,20,0,0
7555.51,253,6,909,3,3,0,75,1,20,0,0
7565.51,254,1,910,4,4,0,50,2,30,0,0
7575.51,254,6,911,4,4,0,50,2,30,0,0
7585.51,254,12,912,5,5,0,50,2,30,0,0
7595.51,255,3,914,7,7,0,66.66666,0,35,0,0
7605.51,255,7,915,1,1,0,66.66666,0,35,0,0
7615.51,255,14,916,1,1,0,66.66666,0,35,0,0
7625.51,255,19,917,1,1,0,66.66666,0,35,0,0
7635.51,256,2,918,1,1,0,54.54497,1,15,0,0
7645.51,256,7,920,3,3,0,54.54497,1,15,0,0
7655.51,257,6,921,1,1,0,90.00088,2,30,0,0
7665.51,257,10,922,2,2,0,90.00088,2,30,0,0
7675.51,257,16,923,3,3,0,90.00088,2,30,0,0
7685.51,258,6,925,2,2,0,50,0,37,0,0
7695.51,258,10,926,1,1,0,50,0,37,0,0
7705.51,258,16,928,2,2,0,50,0,37,0,0
7715.51,258,22,929,1,1,0,50,0,37,0,0
7725.51,259,4,930,2,2,0,75,1,20,0,0
7735.51,259,7,932,4,4,0,75,1,20,0,0
7745.51,260,6,933,4,4,0,75,2,31,0,0
7755.51,260,10,934,5,5,0,75,2,31,0,0
7765.51,260,14,935,6,6,0,75,2,31,0,0
7775.51,261,7,937,6,6,0,59.99971,0,40,0,0
7785.51,261,8,938,1,1,0,59.99971,0,40,0,0
7795.51,261,14,939,1,1,0,59.99971,0,40,0,0
7805.51,261,20,941,2,2,0,59.99971,0,40,0,0
7815.51,262,2,942,2,2,0,62.5,1,20,0,0
7825.51,262,5,943,3,3,0,62.5,1,20,0,0
7835.51,263,4,944,4,4,0,50,2,30,0,0
7845.51,263,8,945,5,5,0,50,2,30,0,0
7855.51,263,13,946,6,6,0,50,2,30,0,0
7865.51,264,4,947,4,4,0,50,0,40,0,0
7875.51,264,8,948,1,1,0,50,0,40,0,0
7885.51,264,15,949,1,1,0,50,0,40,0,0
7895.51,264,20,951,2,2,0,50,0,40,0,0
7905.51,265,2,952,2,2,0,62.5,1,20,0,0
7915.51,265,6,953,3,3,0,62.5,1,20,0,0
7925.51,266,3,954,4,4,0,75,2,30,0,0
7935.51,266,8,956,6,6,0,75,2,30,0,0
7945.51,266,12,957,7,7,0,75,2,30,0,0
7955.51,267,4,958,5,5,0,50,0,46,0,0
7965.51,267,8,959,1,1,0,50,0,46,0,0
7975.51,267,14,960,1,1,0,50,0,46,0,0
7985.51,267,20,962,2,2,0,50,0,46,0,0
7995.51,267,22,963,1,1,0,50,0,46,0,0
8005.51,268,4,964,2,2,0,64.28594,1,20,0,0
8015.51,268,12,965,3,3,0,64.28594,1,20,0,0
8025.51,269,3,966,4,4,0,50,2,30,0,0
8035.51,269,8,967,5,5,0,50,2,30,0,0
8045.51,269,16,968,6,6,0,50,2,30,0,0
8055.51,270,2,970,2,2,0,50,0,40,0,0
8065.51,270,9,971,1,1,0,50,0,40,0,0
8075.51,270,15,972,1,1,0,50,0,40,0,0
8085.51,270,17,973,1,1,0,50,0,40,0,0
8095.51,271,4,974,1,1,0,62.5,1,20,0,0
8105.51,271,12,976,3,3,0,62.5,1,20,0,0
8115.51,272,4,977,4,4,0,75,2,30,0,0
8125.51,272,9,978,5,5,0,75,2,30,0,0
8135.51,272,17,979,6,6,0,75,2,30,0,0
8145.51,273,1,980,1,1,0,50,0,40,0,0
8155.51,273,9,981,1,1,0,50,0,40,0,0
8165.51,273,14,983,2,2,0,50,0,40,0,0
8175.51,273,16,984,1,1,0,50,0,40,0,0
8185.51,274,5,985,2,2,0,62.5,1,20,0,0
8195.511,274,12,986,3,3,0,62.5,1,20,0,0
8205.511,275,3,988,4,4,0,49.99878,2,30,0,0
8215.511,275,8,989,5,5,0,49.99878,2,30,0,0
8225.511,275,16,990,6,6,0,49.99878,2,30,0,0
8235.511,276,1,991,1,1,0,66.66666,0,40,0,0
8245.511,276,8,992,1,1,0,66.66666,0,40,0,0
8255.511,276,14,993,1,1,0,66.66666,0,40,0,0
8265.511,276,16,995,2,2,0,66.66666,0,40,0,0
8275.511,277,5,996,2,2,0,62.5,1,20,0,0
8285.511,277,12,997,3,3,0,62.5,1,20,0,0
8295.511,278,2,998,3,3,0,50,2,30,0,0
8305.511,278,7,999,4,4,0,50,2,30,0,0
8315.511,278,15,1000,5,5,0,50,2,30,0,0
8325.511,279,1,1001,1,1,0,50,0,40,0,0
8335.511,279,9,1002,1,1,0,50,0,40,0,0
8345.511,279,14,1003,1,1,0,50,0,40,0,0
8355.511,279,16,1004,1,1,0,50,0,40,0,0
8365.511,280,5,1005,2,2,0,50,1,18,0,0
8375.511,280,13,1006,3,3,0,50,1,18,0,0
8385.511,281,6,1007,4,4,0,50,2,30,0,0
8395.511,281,9,1009,6,6,0,50,2,30,0,0
8405.511,281,17,1010,7,7,0,50,2,30,0,0
8415.511,282,3,1011,1,1,0,66.66666,0,40,0,0
8425.511,282,8,1012,1,1,0,66.66666,0,40,0,0
8435.511,282,14,1013,1,1,0,66.66666,0,40,0,0
8445.511,282,16,1014,1,1,0,66.66666,0,40,0,0
8455.511,283,7,1015,2,2,0,50,1,20,0,0
8465.511,283,12,1017,4,4,0,50,1,20,0,0
8475.511,284,4,1018,4,4,0,75,2,30,0,0
8485.511,284,6,1020,6,6,0,75,2,30,0,0
8495.511,284,16,1021,7,7,0,75,2,30,0,0
8505.511,285,3,1022,2,2,0,66.66666,0,37,0,0
8515.511,285,9,1023,1,1,0,66.66666,0,37,0,0
8525.511,285,14,1025,2,2,0,66.66666,0,37,0,0
8535.511,285,16,1026,1,1,0,66.66666,0,37,0,0
8545.511,286,7,1027,2,2,0,62.5,1,20,0,0
8555.511,286,12,1028,3,3,0,62.5,1,20,0,0
8565.511,287,5,1030,5,5,0,50,2,25,0,0
8575.511,287,7,1031,6,6,0,50,2,25,0,0
8585.511,288,4,1033,8,8,0,75.00183,0,40,0,0
8595.511,288,7,1034,1,1,0,75.00183,0,40,0,0
8605.511,288,13,1035,1,1,0,75.00183,0,40,0,0
8615.511,288,18,1036,1,1,0,75.00183,0,40,0,0
8625.511,289,1,1037,1,1,0,62.5,1,20,0,0
8635.511,289,5,1038,2,2,0,62.5,1,20,0,0
8645.511,290,1,1040,4,4,0,50,2,30,0,0
8655.511,290,7,1041,5,5,0,50,2,30,0,0
8665.511,290,9,1042,6,6,0,50,2,30,0,0
8675.511,291,1,1043,7,7,0,66.66666,0,40,0,0
8685.511,291,7,1044,1,1,0,66.66666,0,40,0,0
8695.511,291,11,1046,2,2,0,66.66666,0,40,0,0
8705.511,291,17,1047,1,1,0,66.66666,0,40,0,0
8715.511,292,1,1048,1,1,0,50,1,20,0,0
8725.511,292,7,1049,2,2,0,50,1,20,0,0
8735.511,293,1,1050,3,3,0,75,2,30,0,0
8745.511,293,8,1052,4,4,0,75,2,30,0,0
8755.511,293,10,1053,5,5,0,75,2,30,0,0
8765.511,294,1,1054,6,6,0,66.66666,0,40,0,0
8775.511,294,7,1055,1,1,0,66.66666,0,40,0,0
8785.511,294,12,1057,2,2,0,66.66666,0,40,0,0
8795.511,294,17,1058,1,1,0,66.66666,0,40,0,0
8805.511,295,1,1059,1,1,0,62.5,1,18,0,0
8815.511,295,6,1061,3,3,0,62.5,1,18,0,0
8825.511,296,3,1062,4,4,0,50,2,30,0,0
8835.511,296,8,1063,4,4,0,50,2,30,0,0
8845.511,296,10,1064,5,5,0,50,2,30,0,0
8855.511,297,2,1065,6,6,0,66.66666,0,40,0,0
8865.511,297,8,1067,2,2,0,66.66666,0,40,0,0
8875.511,297,12,1068,1,1,0,66.66666,0,40,0,0
8885.511,297,18,1069,1,1,0,66.66666,0,40,0,0
8895.511,298,2,1070,1,1,0,62.5,1,20,0,0
8905.511,298,7,1071,2,2,0,62.5,1,20,0,0
8915.511,299,2,1072,3,3,0,50,2,29,0,0
8925.511,299,8,1073,4,4,0,50,2,29,0,0
8935.511,299,10,1074,5,5,0,50,2,29,0,0
8945.511,300,3,1075,6,6,0,50,0,49,0,0
8955.511,300,9,1076,1,1,0,50,0,49,0,0
8965.511,300,13,1078,2,2,0,50,0,49,0,0
8975.511,300,19,1079,1,1,0,50,0,49,0,0
8985.511,300,21,1081,2,2,0,50,0,49,0,0
8995.511,301,4,1082,1,1,0,60,1,20,0,0
9005.511,301,11,1083,2,2,0,60,1,20,0,0
9015.511,302,3,1084,3,3,0,75,2,30,0,0
9025.511,302,5,1085,3,3,0,75,2,30,0,0
9035.511,302,12,1086,4,4,0,75,2,30,0,0
9045.511,303,2,1087,5,5,0,50,0,38,0,0
9055.511,303,7,1089,2,2,0,50,0,38,0,0
9065.511,303,12,1090,1,1,0,50,0,38,0,0
9075.511,303,14,1091,1,1,0,50,0,38,0,0
9085.511,304,5,1093,2,2,0,62.5,1,20,0,0
9095.511,304,11,1094,3,3,0,62.5,1,20,0,0
9105.511,305,3,1095,4,4,0,75,2,30,0,0
9115.511,305,5,1096,4,4,0,75,2,30,0,0
9125.511,305,13,1097,5,5,0,75,2,30,0,0
9135.511,306,3,1098,6,6,0,50,0,40,0,0
9145.511,306,8,1100,2,2,0,50,0,40,0,0
9155.511,306,12,1101,1,1,0,50,0,40,0,0
9165.511,306,16,1102,1,1,0,50,0,40,0,0
9175.511,307,5,1103,1,1,0,50,1,20,0,0
9185.511,307,10,1104,2,2,0,50,1,20,0,0
9195.511,308,2,1105,3,3,0,75,2,30,0,0
9205.511,308,7,1106,3,3,0,75,2,30,0,0
9215.511,308,12,1108,5,5,0,75,2,30,0,0
9225.511,309,2,1109,6,6,0,50,0,42,0,0
9235.511,309,9,1110,1,1,0,50,0,42,0,0
9245.511,309,12,1111,1,1,0,50,0,42,0,0
9255.511,309,15,1112,1,1,0,50,0,42,0,0
9265.511,309,22,1113,1,1,0,50,0,42,0,0
9275.511,310,5,1114,2,2,0,57.69144,1,20,0,0
9285.511,310,11,1115,3,3,0,57.69144,1,20,0,0
9295.511,311,4,1117,4,4,0,50,2,30,0,0
9305.511,311,9,1118,5,5,0,50,2,30,0,0
9315.511,311,15,1119,6,6,0,50,2,30,0,0
9325.511,312,6,1120,1,1,0,66.66666,0,40,0,0
9335.511,312,11,1121,1,1,0,66.66666,0,40,0,0
9345.511,312,14,1123,2,2,0,66.66666,0,40,0,0
9355.511,312,20,1124,1,1,0,66.66666,0,40,0,0
9365.511,313,7,1125,2,2,0,62.5,1,20,0,0
9375.511,313,12,1126,3,3,0,62.5,1,20,0,0
9385.511,314,2,1128,5,5,0,50,2,30,0,0
9395.511,314,10,1129,6,6,0,50,2,30,0,0
9405.511,314,13,1130,7,7,0,50,2,30,0,0
9415.511,315,8,1131,1,1,0,66.66666,0,40,0,0
9425.511,315,11,1132,1,1,0,66.66666,0,40,0,0
9435.511,315,16,1133,1,1,0,66.66666,0,40,0,0
9445.511,315,20,1134,1,1,0,66.66666,0,40,0,0
9455.511,316,6,1135,2,2,0,50,1,20,0,0
9465.511,316,11,1137,4,4,0,50,1,20,0,0
9475.511,317,4,1138,5,5,0,75,2,30,0,0
9485.511,317,9,1139,6,6,0,75,2,30,0,0
9495.511,317,13,1140,7,7,0,75,2,30,0,0
9505.511,318,8,1141,1,1,0,50,0,39,0,0
9515.511,318,13,1142,1,1,0,50,0,39,0,0
9525.511,318,16,1143,1,1,0,50,0,39,0,0
9535.511,318,20,1145,2,2,0,50,0,39,0,0
9545.511,319,8,1146,2,2,0,62.5,1,16,0,0
9555.511,320,1,1147,3,3,0,60.00234,2,30,0,0
9565.511,320,6,1148,4,4,0,60.00234,2,30,0,0
9575.511,320,12,1149,5,5,0,60.00234,2,30,0,0
9585.511,321,1,1150,6,6,0,50,0,40,0,0
9595.511,321,7,1152,2,2,0,50,0,40,0,0
9605.511,321,14,1153,1,1,0,50,0,40,0,0
9615.511,321,17,1154,1,1,0,50,0,40,0,0
9625.511,322,2,1155,1,1,0,62.5,1,20,0,0
9635.511,322,10,1156,2,2,0,62.5,1,20,0,0
9645.511,323,1,1157,3,3,0,50,2,30,0,0
9655.511,323,5,1159,5,5,0,50,2,30,0,0
9665.511,323,12,1160,6,6,0,50,2,30,0,0
9675.511,324,1,1161,7,7,0,66.66666,0,40,0,0
9685.511,324,7,1162,1,1,0,66.66666,0,40,0,0
9695.511,324,13,1163,1,1,0,66.66666,0,40,0,0
9705.511,324,17,1165,2,2,0,66.66666,0,40,0,0
9715.511,325,2,1166,1,1,0,50,1,20,0,0
9725.511,325,8,1167,2,2,0,50,1,20,0,0
